retention_rate,requires_arts,requires_humanites,requires_computerliteracy,requires_math,requires_english,requires_philosophy,requires_foreignlanguages,requires_science,requires_history,requires_socialscience,top_degree1,top_degree2,top_degree3,need_met_percent,number_receiving_aid,top_tenth_rank,top_quarter_rank,top_half_rank,bottom_quarter_rank,pride_index,has_campus_ministries,has_choral_groups,has_concert_band,has_dance,has_drama,has_international_student_organization,has_jazz_band,has_literary_magazine,has_marching_band,has_model_un,has_music_ensembles,has_musical_theater,has_opera,has_pep_band,has_radio_station,has_student_government,has_student_newspaper,has_student_film,has_symphony_orchestra,has_television_station,has_yearbook,percent_fraternity,percent_sorority
0.97,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Social Science,Engineering,Business/Marketing,1,2586,0.95,1,1,0,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.25,0.25
